date,grid_id,volume
2019-01-02,50,0
2019-01-02,51,0
2019-01-02,52,0
2019-01-02,53,5382
2019-01-02,54,0
2019-01-02,55,0
2019-01-02,56,0
2019-01-02,57,0
2019-01-02,58,0
2019-01-02,59,3953
2019-01-03,0,0
2019-01-03,1,0
2019-01-03,2,11
2019-01-03,3,3601
2019-01-03,4,0
2019-01-03,5,0
2019-01-03,6,0
2019-01-03,7,0
2019-01-03,8,0
2019-01-03,9,38
2019-01-03,10,0
2019-01-03,11,0
2019-01-03,12,0
2019-01-03,13,11
2019-01-03,14,0
2019-01-03,15,0
2019-01-03,16,2592
2019-01-03,17,0
2019-01-03,18,0
2019-01-03,19,0
2019-01-03,20,0
2019-01-03,21,0
2019-01-03,22,248
2019-01-03,23,0
2019-01-03,24,0
2019-01-03,25,0
2019-01-03,26,0
2019-01-03,27,0
2019-01-03,28,46
2019-01-03,29,0
2019-01-03,30,0
2019-01-03,31,0
2019-01-03,32,0
2019-01-03,33,0
2019-01-03,34,33
2019-01-03,35,0
2019-01-03,36,0
2019-01-03,37,0
2019-01-03,38,0
2019-01-03,39,0
2019-01-03,40,6
2019-01-03,41,5
2019-01-03,42,0
2019-01-03,43,0
2019-01-03,44,0
2019-01-03,45,0
2019-01-03,46,0
2019-01-03,47,0
2019-01-03,48,0
2019-01-03,49,0
2019-01-03,50,0
2019-01-03,51,0
2019-01-03,52,0
2019-01-03,53,5858
2019-01-03,54,0
2019-01-03,55,0
2019-01-03,56,0
2019-01-03,57,0
2019-01-03,58,0
2019-01-03,59,4557
2019-01-04,0,0
2019-01-04,1,0
2019-01-04,2,10
2019-01-04,3,4597
2019-01-04,4,0
2019-01-04,5,0
2019-01-04,6,0
2019-01-04,7,0
2019-01-04,8,2
2019-01-04,9,46
2019-01-04,10,0
2019-01-04,11,0
2019-01-04,12,0
2019-01-04,13,17
2019-01-04,14,0
2019-01-04,15,0
2019-01-04,16,2551
2019-01-04,17,0
2019-01-04,18,0
2019-01-04,19,0
2019-01-04,20,0
2019-01-04,21,0
2019-01-04,22,279
2019-01-04,23,0
2019-01-04,24,0
2019-01-04,25,0
2019-01-04,26,0
2019-01-04,27,0
2019-01-04,28,54
2019-01-04,29,0
2019-01-04,30,0
2019-01-04,31,0
2019-01-04,32,0
2019-01-04,33,0
2019-01-04,34,27
2019-01-04,35,0
2019-01-04,36,0
2019-01-04,37,0
2019-01-04,38,0
2019-01-04,39,0
2019-01-04,40,14
2019-01-04,41,5
2019-01-04,42,0
2019-01-04,43,0
2019-01-04,44,0
2019-01-04,45,0
2019-01-04,46,0
2019-01-04,47,0
2019-01-04,48,0
2019-01-04,49,0
2019-01-04,50,0
2019-01-04,51,0
2019-01-04,52,0
2019-01-04,53,6369
2019-01-04,54,0
2019-01-04,55,0
2019-01-04,56,0
2019-01-04,57,0
2019-01-04,58,0
2019-01-04,59,4758
2019-01-05,0,0
2019-01-05,1,0
2019-01-05,2,4
2019-01-05,3,6378
2019-01-05,4,0
2019-01-05,5,0
2019-01-05,6,0
2019-01-05,7,0
2019-01-05,8,0
2019-01-05,9,39
2019-01-05,10,0
2019-01-05,11,0
2019-01-05,12,0
2019-01-05,13,22
2019-01-05,14,0
2019-01-05,15,0
2019-01-05,16,2835
2019-01-05,17,0
2019-01-05,18,0
2019-01-05,19,0
2019-01-05,20,0
2019-01-05,21,0
2019-01-05,22,213
2019-01-05,23,0
2019-01-05,24,0
2019-01-05,25,0
2019-01-05,26,0
2019-01-05,27,0
2019-01-05,28,42
2019-01-05,29,0
2019-01-05,30,0
2019-01-05,31,0
2019-01-05,32,0
2019-01-05,33,0
2019-01-05,34,9
2019-01-05,35,0
2019-01-05,36,0
2019-01-05,37,0
2019-01-05,38,0
2019-01-05,39,0
2019-01-05,40,3
2019-01-05,41,2
2019-01-05,42,0
2019-01-05,43,0
2019-01-05,44,0
2019-01-05,45,0
2019-01-05,46,0
2019-01-05,47,0
2019-01-05,48,0
2019-01-05,49,0
2019-01-05,50,0
2019-01-05,51,0
2019-01-05,52,0
2019-01-05,53,7230
2019-01-05,54,0
2019-01-05,55,0
2019-01-05,56,0
2019-01-05,57,0
2019-01-05,58,0
2019-01-05,59,5296
2019-01-06,0,0
2019-01-06,1,0
2019-01-06,2,13
2019-01-06,3,5096
2019-01-06,4,0
2019-01-06,5,0
2019-01-06,6,0
2019-01-06,7,0
2019-01-06,8,1
2019-01-06,9,44
2019-01-06,10,0
2019-01-06,11,0
2019-01-06,12,0
2019-01-06,13,19
2019-01-06,14,0
2019-01-06,15,0
2019-01-06,16,2967
2019-01-06,17,0
2019-01-06,18,0
2019-01-06,19,0
2019-01-06,20,0
2019-01-06,21,0
2019-01-06,22,214
2019-01-06,23,0
2019-01-06,24,0
2019-01-06,25,0
2019-01-06,26,0
2019-01-06,27,0
2019-01-06,28,44
2019-01-06,29,0
2019-01-06,30,0
2019-01-06,31,0
2019-01-06,32,0
2019-01-06,33,0
2019-01-06,34,14
2019-01-06,35,0
2019-01-06,36,0
2019-01-06,37,0
2019-01-06,38,0
2019-01-06,39,0
2019-01-06,40,12
2019-01-06,41,2
2019-01-06,42,0
2019-01-06,43,0
2019-01-06,44,0
2019-01-06,45,0
2019-01-06,46,0
2019-01-06,47,0
2019-01-06,48,0
2019-01-06,49,0
2019-01-06,50,0
2019-01-06,51,0
2019-01-06,52,0
2019-01-06,53,6271
2019-01-06,54,0
2019-01-06,55,0
2019-01-06,56,0
2019-01-06,57,0
2019-01-06,58,0
2019-01-06,59,4878
2019-01-07,0,0
2019-01-07,1,0
2019-01-07,2,17
2019-01-07,3,3493
2019-01-07,4,0
2019-01-07,5,0
2019-01-07,6,0
2019-01-07,7,0
2019-01-07,8,0
2019-01-07,9,46
2019-01-07,10,0
2019-01-07,11,0
2019-01-07,12,0
2019-01-07,13,7
2019-01-07,14,0
2019-01-07,15,0
2019-01-07,16,2959
2019-01-07,17,0
2019-01-07,18,0
2019-01-07,19,0
2019-01-07,20,0
2019-01-07,21,0
2019-01-07,22,285
2019-01-07,23,0
2019-01-07,24,0
2019-01-07,25,0
2019-01-07,26,0
2019-01-07,27,0
2019-01-07,28,36
2019-01-07,29,0
2019-01-07,30,0
2019-01-07,31,0
2019-01-07,32,0
2019-01-07,33,0
2019-01-07,34,19
2019-01-07,35,0
2019-01-07,36,0
2019-01-07,37,0
2019-01-07,38,0
2019-01-07,39,0
2019-01-07,40,13
2019-01-07,41,1
2019-01-07,42,0
2019-01-07,43,0
2019-01-07,44,0
2019-01-07,45,0
2019-01-07,46,0
2019-01-07,47,0
2019-01-07,48,0
2019-01-07,49,0
2019-01-07,50,0
2019-01-07,51,0
2019-01-07,52,0
2019-01-07,53,6061
2019-01-07,54,0
2019-01-07,55,0
2019-01-07,56,0
2019-01-07,57,0
2019-01-07,58,0
2019-01-07,59,5170
2019-01-08,0,0
2019-01-08,1,0
2019-01-08,2,14
2019-01-08,3,3728
2019-01-08,4,0
2019-01-08,5,0
2019-01-08,6,0
2019-01-08,7,0
2019-01-08,8,0
2019-01-08,9,52
2019-01-08,10,0
2019-01-08,11,0
2019-01-08,12,0
2019-01-08,13,8
2019-01-08,14,0
2019-01-08,15,0
2019-01-08,16,3089
2019-01-08,17,0
2019-01-08,18,0
2019-01-08,19,0
2019-01-08,20,0
2019-01-08,21,0
2019-01-08,22,308
2019-01-08,23,0
2019-01-08,24,0
2019-01-08,25,0
2019-01-08,26,0
2019-01-08,27,0
2019-01-08,28,52
2019-01-08,29,0
2019-01-08,30,0
2019-01-08,31,0
2019-01-08,32,0
2019-01-08,33,0
2019-01-08,34,28
2019-01-08,35,0
2019-01-08,36,0
2019-01-08,37,0
2019-01-08,38,0
2019-01-08,39,0
2019-01-08,40,13
2019-01-08,41,2
2019-01-08,42,0
2019-01-08,43,0
2019-01-08,44,0
2019-01-08,45,0
2019-01-08,46,0
2019-01-08,47,0
2019-01-08,48,0
2019-01-08,49,0
2019-01-08,50,0
2019-01-08,51,0
2019-01-08,52,0
2019-01-08,53,6448
2019-01-08,54,0
2019-01-08,55,0
2019-01-08,56,0
2019-01-08,57,0
2019-01-08,58,0
2019-01-08,59,5408
2019-01-09,0,0
2019-01-09,1,0
2019-01-09,2,5
2019-01-09,3,4216
2019-01-09,4,0
2019-01-09,5,0
2019-01-09,6,0
2019-01-09,7,0
2019-01-09,8,0
2019-01-09,9,49
2019-01-09,10,0
2019-01-09,11,0
2019-01-09,12,0
2019-01-09,13,18
2019-01-09,14,0
2019-01-09,15,0
2019-01-09,16,3005
2019-01-09,17,0
2019-01-09,18,0
2019-01-09,19,0
2019-01-09,20,0
2019-01-09,21,0
2019-01-09,22,289
2019-01-09,23,0
2019-01-09,24,0
2019-01-09,25,0
2019-01-09,26,0
2019-01-09,27,0
2019-01-09,28,46
2019-01-09,29,0
2019-01-09,30,0
2019-01-09,31,0
2019-01-09,32,0
2019-01-09,33,0
2019-01-09,34,22
2019-01-09,35,0
2019-01-09,36,0
2019-01-09,37,0
2019-01-09,38,0
2019-01-09,39,0
2019-01-09,40,5
2019-01-09,41,2
2019-01-09,42,0
2019-01-09,43,0
2019-01-09,44,0
2019-01-09,45,0
2019-01-09,46,0
2019-01-09,47,0
2019-01-09,48,0
2019-01-09,49,0
2019-01-09,50,0
2019-01-09,51,0
2019-01-09,52,0
2019-01-09,53,6713
2019-01-09,54,0
2019-01-09,55,0
2019-01-09,56,0
2019-01-09,57,0
2019-01-09,58,0
2019-01-09,59,5676
2019-01-10,0,0
2019-01-10,1,0
2019-01-10,2,11
2019-01-10,3,4829
2019-01-10,4,0
2019-01-10,5,0
2019-01-10,6,0
2019-01-10,7,0
2019-01-10,8,0
2019-01-10,9,43
2019-01-10,10,0
2019-01-10,11,0
2019-01-10,12,0
2019-01-10,13,9
2019-01-10,14,0
2019-01-10,15,0
2019-01-10,16,3700
2019-01-10,17,0
2019-01-10,18,0
2019-01-10,19,0
2019-01-10,20,0
2019-01-10,21,0
2019-01-10,22,301
2019-01-10,23,0
2019-01-10,24,0
2019-01-10,25,0
2019-01-10,26,0
2019-01-10,27,0
2019-01-10,28,67
2019-01-10,29,0
2019-01-10,30,0
2019-01-10,31,0
2019-01-10,32,0
2019-01-10,33,0
2019-01-10,34,15
2019-01-10,35,0
2019-01-10,36,0
2019-01-10,37,0
2019-01-10,38,0
2019-01-10,39,0
2019-01-10,40,12
2019-01-10,41,2
2019-01-10,42,0
2019-01-10,43,0
2019-01-10,44,0
2019-01-10,45,0
2019-01-10,46,0
2019-01-10,47,0
2019-01-10,48,0
2019-01-10,49,0
2019-01-10,50,0
2019-01-10,51,0
2019-01-10,52,0
2019-01-10,53,7233
2019-01-10,54,0
2019-01-10,55,0
2019-01-10,56,0
2019-01-10,57,0
2019-01-10,58,0
2019-01-10,59,6151
2019-01-11,0,0
2019-01-11,1,0
2019-01-11,2,11
2019-01-11,3,5683
2019-01-11,4,0
2019-01-11,5,0
2019-01-11,6,0
2019-01-11,7,0
2019-01-11,8,0
2019-01-11,9,63
2019-01-11,10,0
2019-01-11,11,0
2019-01-11,12,0
2019-01-11,13,16
2019-01-11,14,0
2019-01-11,15,0
2019-01-11,16,3645
2019-01-11,17,0
2019-01-11,18,0
2019-01-11,19,0
2019-01-11,20,0
2019-01-11,21,0
2019-01-11,22,353
2019-01-11,23,0
2019-01-11,24,0
2019-01-11,25,0
2019-01-11,26,0
2019-01-11,27,0
2019-01-11,28,49
2019-01-11,29,0
2019-01-11,30,0
2019-01-11,31,0
2019-01-11,32,0
2019-01-11,33,0
2019-01-11,34,15
2019-01-11,35,0
2019-01-11,36,0
2019-01-11,37,0
2019-01-11,38,0
2019-01-11,39,0
2019-01-11,40,13
2019-01-11,41,1
2019-01-11,42,0
2019-01-11,43,0
2019-01-11,44,0
2019-01-11,45,0
2019-01-11,46,0
2019-01-11,47,0
2019-01-11,48,0
2019-01-11,49,0
2019-01-11,50,0
2019-01-11,51,0
2019-01-11,52,0
2019-01-11,53,8135
2019-01-11,54,0
2019-01-11,55,0
2019-01-11,56,0
2019-01-11,57,0
2019-01-11,58,0
2019-01-11,59,6246
2019-01-12,0,0
2019-01-12,1,0
2019-01-12,2,1
2019-01-12,3,7116
2019-01-12,4,0
2019-01-12,5,0
2019-01-12,6,0
2019-01-12,7,0
2019-01-12,8,1
2019-01-12,9,48
2019-01-12,10,0
2019-01-12,11,0
2019-01-12,12,0
2019-01-12,13,8
2019-01-12,14,0
2019-01-12,15,0
2019-01-12,16,3901
2019-01-12,17,0
2019-01-12,18,0
2019-01-12,19,0
2019-01-12,20,0
2019-01-12,21,0
2019-01-12,22,200
2019-01-12,23,0
2019-01-12,24,0
2019-01-12,25,0
2019-01-12,26,0
2019-01-12,27,0
2019-01-12,28,40
2019-01-12,29,0
2019-01-12,30,0
2019-01-12,31,0
2019-01-12,32,0
2019-01-12,33,0
2019-01-12,34,10
2019-01-12,35,0
2019-01-12,36,0
2019-01-12,37,0
2019-01-12,38,0
2019-01-12,39,0
2019-01-12,40,9
2019-01-12,41,0
2019-01-12,42,0
2019-01-12,43,0
2019-01-12,44,0
2019-01-12,45,0
2019-01-12,46,0
2019-01-12,47,0
2019-01-12,48,0
2019-01-12,49,0
2019-01-12,50,0
2019-01-12,51,0
2019-01-12,52,0
2019-01-12,53,7995
2019-01-12,54,0
2019-01-12,55,0
2019-01-12,56,0
2019-01-12,57,0
2019-01-12,58,0
2019-01-12,59,5443
2019-01-13,0,0
2019-01-13,1,0
2019-01-13,2,8
2019-01-13,3,5544
2019-01-13,4,0
2019-01-13,5,0
2019-01-13,6,0
2019-01-13,7,0
2019-01-13,8,0
2019-01-13,9,36
2019-01-13,10,0
2019-01-13,11,0
2019-01-13,12,0
2019-01-13,13,14
2019-01-13,14,0
2019-01-13,15,0
2019-01-13,16,4480
2019-01-13,17,0
2019-01-13,18,0
2019-01-13,19,0
2019-01-13,20,0
2019-01-13,21,0
2019-01-13,22,207
2019-01-13,23,0
2019-01-13,24,0
2019-01-13,25,0
2019-01-13,26,0
2019-01-13,27,0
2019-01-13,28,55
2019-01-13,29,0
2019-01-13,30,0
2019-01-13,31,0
2019-01-13,32,0
2019-01-13,33,0
2019-01-13,34,4
2019-01-13,35,0
2019-01-13,36,0
2019-01-13,37,0
2019-01-13,38,0
2019-01-13,39,0
2019-01-13,40,5
2019-01-13,41,0
2019-01-13,42,0
2019-01-13,43,0
2019-01-13,44,0
2019-01-13,45,0
2019-01-13,46,0
2019-01-13,47,0
2019-01-13,48,0
2019-01-13,49,0
2019-01-13,50,0
2019-01-13,51,0
2019-01-13,52,0
2019-01-13,53,6685
2019-01-13,54,0
2019-01-13,55,0
2019-01-13,56,0
2019-01-13,57,0
2019-01-13,58,0
2019-01-13,59,4759
2019-01-14,0,0
2019-01-14,1,0
2019-01-14,2,19
2019-01-14,3,3546
2019-01-14,4,0
2019-01-14,5,0
2019-01-14,6,0
2019-01-14,7,0
2019-01-14,8,0
2019-01-14,9,46
2019-01-14,10,0
2019-01-14,11,0
2019-01-14,12,0
2019-01-14,13,8
2019-01-14,14,0
2019-01-14,15,0
2019-01-14,16,4970
2019-01-14,17,0
2019-01-14,18,0
2019-01-14,19,0
2019-01-14,20,0
2019-01-14,21,0
2019-01-14,22,238
2019-01-14,23,0
2019-01-14,24,0
2019-01-14,25,0
2019-01-14,26,0
2019-01-14,27,0
2019-01-14,28,41
2019-01-14,29,0
2019-01-14,30,0
2019-01-14,31,0
2019-01-14,32,0
2019-01-14,33,0
2019-01-14,34,21
2019-01-14,35,0
2019-01-14,36,0
2019-01-14,37,0
2019-01-14,38,0
2019-01-14,39,0
2019-01-14,40,14
2019-01-14,41,0
2019-01-14,42,0
2019-01-14,43,0
2019-01-14,44,0
2019-01-14,45,0
2019-01-14,46,0
2019-01-14,47,0
2019-01-14,48,0
2019-01-14,49,0
2019-01-14,50,0
2019-01-14,51,0
2019-01-14,52,0
2019-01-14,53,6127
2019-01-14,54,0
2019-01-14,55,0
2019-01-14,56,0
2019-01-14,57,0
2019-01-14,58,0
2019-01-14,59,5160
2019-01-15,0,0
2019-01-15,1,0
2019-01-15,2,11
2019-01-15,3,4025
2019-01-15,4,0
2019-01-15,5,0
2019-01-15,6,0
2019-01-15,7,0
2019-01-15,8,0
2019-01-15,9,47
2019-01-15,10,0
2019-01-15,11,0
2019-01-15,12,0
2019-01-15,13,20
2019-01-15,14,0
2019-01-15,15,0
2019-01-15,16,5121
2019-01-15,17,0
2019-01-15,18,0
2019-01-15,19,0
2019-01-15,20,0
2019-01-15,21,0
2019-01-15,22,248
2019-01-15,23,0
2019-01-15,24,0
2019-01-15,25,0
2019-01-15,26,0
2019-01-15,27,0
2019-01-15,28,37
2019-01-15,29,0
2019-01-15,30,0
2019-01-15,31,0
2019-01-15,32,0
2019-01-15,33,0
2019-01-15,34,21
2019-01-15,35,0
2019-01-15,36,0
2019-01-15,37,0
2019-01-15,38,0
2019-01-15,39,0
2019-01-15,40,11
2019-01-15,41,1
2019-01-15,42,0
2019-01-15,43,0
2019-01-15,44,0
2019-01-15,45,0
2019-01-15,46,0
2019-01-15,47,0
2019-01-15,48,0
2019-01-15,49,0
2019-01-15,50,0
2019-01-15,51,0
2019-01-15,52,0
2019-01-15,53,6633
2019-01-15,54,0
2019-01-15,55,0
2019-01-15,56,0
2019-01-15,57,0
2019-01-15,58,0
2019-01-15,59,5520
2019-01-16,0,0
2019-01-16,1,0
2019-01-16,2,21
2019-01-16,3,4467
2019-01-16,4,0
2019-01-16,5,0
2019-01-16,6,0
2019-01-16,7,0
2019-01-16,8,0
2019-01-16,9,56
2019-01-16,10,0
2019-01-16,11,0
2019-01-16,12,0
2019-01-16,13,20
2019-01-16,14,0
2019-01-16,15,0
2019-01-16,16,3093
2019-01-16,17,0
2019-01-16,18,0
2019-01-16,19,0
2019-01-16,20,0
2019-01-16,21,0
2019-01-16,22,236
2019-01-16,23,0
2019-01-16,24,0
2019-01-16,25,0
2019-01-16,26,0
2019-01-16,27,0
2019-01-16,28,43
2019-01-16,29,0
2019-01-16,30,0
2019-01-16,31,0
2019-01-16,32,0
2019-01-16,33,0
2019-01-16,34,19
2019-01-16,35,0
2019-01-16,36,0
2019-01-16,37,0
2019-01-16,38,0
2019-01-16,39,0
2019-01-16,40,16
2019-01-16,41,2
2019-01-16,42,0
2019-01-16,43,0
2019-01-16,44,0
2019-01-16,45,0
2019-01-16,46,0
2019-01-16,47,0
2019-01-16,48,0
2019-01-16,49,0
2019-01-16,50,0
2019-01-16,51,0
2019-01-16,52,0
2019-01-16,53,6951
2019-01-16,54,0
2019-01-16,55,0
2019-01-16,56,0
2019-01-16,57,0
2019-01-16,58,0
2019-01-16,59,5573
2019-01-17,0,0
2019-01-17,1,0
2019-01-17,2,10
2019-01-17,3,4797
2019-01-17,4,0
2019-01-17,5,0
2019-01-17,6,0
2019-01-17,7,0
2019-01-17,8,0
2019-01-17,9,49
2019-01-17,10,0
2019-01-17,11,0
2019-01-17,12,0
2019-01-17,13,10
2019-01-17,14,0
2019-01-17,15,0
2019-01-17,16,3429
2019-01-17,17,0
2019-01-17,18,0
2019-01-17,19,0
2019-01-17,20,0
2019-01-17,21,0
2019-01-17,22,294
2019-01-17,23,0
2019-01-17,24,0
2019-01-17,25,0
2019-01-17,26,0
2019-01-17,27,0
2019-01-17,28,53
2019-01-17,29,0
2019-01-17,30,0
2019-01-17,31,0
2019-01-17,32,0
2019-01-17,33,0
2019-01-17,34,30
2019-01-17,35,0
2019-01-17,36,0
2019-01-17,37,0
2019-01-17,38,0
2019-01-17,39,0
2019-01-17,40,8
2019-01-17,41,3
2019-01-17,42,0
2019-01-17,43,0
2019-01-17,44,0
2019-01-17,45,0
2019-01-17,46,0
2019-01-17,47,0
2019-01-17,48,0
2019-01-17,49,0
2019-01-17,50,0
2019-01-17,51,0
2019-01-17,52,0
2019-01-17,53,7222
2019-01-17,54,0
2019-01-17,55,0
2019-01-17,56,0
2019-01-17,57,0
2019-01-17,58,0
2019-01-17,59,5865
2019-01-18,0,0
2019-01-18,1,0
2019-01-18,2,12
2019-01-18,3,5005
2019-01-18,4,0
2019-01-18,5,0
2019-01-18,6,0
2019-01-18,7,0
2019-01-18,8,0
2019-01-18,9,64
2019-01-18,10,0
2019-01-18,11,0
2019-01-18,12,0
2019-01-18,13,17
2019-01-18,14,0
2019-01-18,15,0
2019-01-18,16,2991
2019-01-18,17,0
2019-01-18,18,0
2019-01-18,19,0
2019-01-18,20,0
2019-01-18,21,0
2019-01-18,22,293
2019-01-18,23,0
2019-01-18,24,0
2019-01-18,25,0
2019-01-18,26,0
2019-01-18,27,0
2019-01-18,28,48
2019-01-18,29,0
2019-01-18,30,0
2019-01-18,31,0
2019-01-18,32,0
2019-01-18,33,0
2019-01-18,34,20
2019-01-18,35,0
2019-01-18,36,0
2019-01-18,37,0
2019-01-18,38,0
2019-01-18,39,0
2019-01-18,40,14
2019-01-18,41,3
2019-01-18,42,0
2019-01-18,43,0
2019-01-18,44,0
2019-01-18,45,0
2019-01-18,46,0
2019-01-18,47,0
2019-01-18,48,0
2019-01-18,49,0
2019-01-18,50,0
2019-01-18,51,0
2019-01-18,52,0
2019-01-18,53,7155
2019-01-18,54,0
2019-01-18,55,0
2019-01-18,56,0
2019-01-18,57,0
2019-01-18,58,0
2019-01-18,59,5526
2019-01-19,0,0
2019-01-19,1,0
2019-01-19,2,13
2019-01-19,3,6394
2019-01-19,4,0
2019-01-19,5,0
2019-01-19,6,0
2019-01-19,7,0
2019-01-19,8,1
2019-01-19,9,40
2019-01-19,10,0
2019-01-19,11,0
2019-01-19,12,0
2019-01-19,13,14
2019-01-19,14,0
2019-01-19,15,0
2019-01-19,16,3260
2019-01-19,17,0
2019-01-19,18,0
2019-01-19,19,0
2019-01-19,20,0
2019-01-19,21,0
2019-01-19,22,212
2019-01-19,23,0
2019-01-19,24,0
2019-01-19,25,0
2019-01-19,26,0
2019-01-19,27,0
2019-01-19,28,52
2019-01-19,29,0
2019-01-19,30,0
2019-01-19,31,0
2019-01-19,32,0
2019-01-19,33,0
2019-01-19,34,10
2019-01-19,35,0
2019-01-19,36,0
2019-01-19,37,0
2019-01-19,38,0
2019-01-19,39,0
2019-01-19,40,7
2019-01-19,41,1
2019-01-19,42,0
2019-01-19,43,0
2019-01-19,44,0
2019-01-19,45,0
2019-01-19,46,0
2019-01-19,47,0
2019-01-19,48,0
2019-01-19,49,0
2019-01-19,50,0
2019-01-19,51,0
2019-01-19,52,0
2019-01-19,53,6943
2019-01-19,54,0
2019-01-19,55,0
2019-01-19,56,0
2019-01-19,57,0
2019-01-19,58,0
2019-01-19,59,4678
2019-01-20,0,0
2019-01-20,1,0
2019-01-20,2,10
2019-01-20,3,5140
2019-01-20,4,0
2019-01-20,5,0
2019-01-20,6,0
2019-01-20,7,0
2019-01-20,8,0
2019-01-20,9,32
2019-01-20,10,0
2019-01-20,11,0
2019-01-20,12,0
2019-01-20,13,14
2019-01-20,14,0
2019-01-20,15,0
2019-01-20,16,2572
2019-01-20,17,0
2019-01-20,18,0
2019-01-20,19,0
2019-01-20,20,0
2019-01-20,21,0
2019-01-20,22,178
2019-01-20,23,0
2019-01-20,24,0
2019-01-20,25,0
2019-01-20,26,0
2019-01-20,27,0
2019-01-20,28,31
2019-01-20,29,0
2019-01-20,30,0
2019-01-20,31,0
2019-01-20,32,0
2019-01-20,33,0
2019-01-20,34,10
2019-01-20,35,0
2019-01-20,36,0
2019-01-20,37,0
2019-01-20,38,0
2019-01-20,39,0
2019-01-20,40,5
2019-01-20,41,0
2019-01-20,42,0
2019-01-20,43,0
2019-01-20,44,0
2019-01-20,45,0
2019-01-20,46,0
2019-01-20,47,0
2019-01-20,48,0
2019-01-20,49,0
2019-01-20,50,0
2019-01-20,51,0
2019-01-20,52,0
2019-01-20,53,6114
2019-01-20,54,0
2019-01-20,55,0
2019-01-20,56,0
2019-01-20,57,0
2019-01-20,58,0
2019-01-20,59,4061
2019-01-21,0,0
2019-01-21,1,0
2019-01-21,2,11
